"V1","V2"
9.55649066603295,34.1168477358579
2.631669194623,28.1625805677882
-6.31681423082332,31.885825772154
18.0226722240373,27.0439896408874
29.7744726961413,26.5670274227067
-10.3322107449124,20.2584033714683
-3.52414595020341,17.3490066100546
9.39625054646653,17.4236544326298
18.6630612935994,15.3559230658252
30.0413584201238,13.8374159885208
39.5475347096529,9.27874721957812
-14.4687679349765,14.3663401372605
-1.74113355337919,12.2715288965382
8.10517819662346,9.59493813131694
-15.4117527353383,13.4511358674898
12.7458833559994,5.68018299890776
-10.9343010355434,10.436989364818
2.34472742019682,9.63649245123281
45.8634915917626,6.06652424133276
-1.20465384784363,7.96111678783686
0.978059698289965,8.53028079704584
20.4861854810415,6.57045997061396
-5.55438489699488,7.62904599821286
-11.7790949207099,8.57077065511073
-9.31214991011816,6.44747710352728
23.6121252684983,-2.85884980491868
37.8802276109585,0.537252829265798
32.3300738374858,1.51327548981189
15.2269933337097,-0.837409257882796
11.798873820778,-0.593540706095215
34.9635965242355,-6.45121538660635
29.9200665949675,-1.99315040684894
29.9270953748349,-3.30795920492379
17.573207641419,-12.3339553846804
27.7906124666995,-13.4556331204453
34.2681982011573,-13.5403174171279
35.5549903813954,-17.2990410571128
29.8797728957389,-19.0156416597312
23.8153947063734,-22.1837396089456
25.0882282997074,-28.9943565663265
31.4987545384686,-26.5623862671611
28.2419026351962,-29.5740697158968
