"V1","V2"
8.82721846920391,14.3690760189121
8.33265837272492,14.031624006324
9.0122654093717,13.8197190799692
8.46080089330743,13.7169621702281
9.00798212749769,13.2963664305373
9.7399258280012,13.4746327432107
8.11875006062873,13.2957038670535
8.49648817195755,13.4026123619724
9.63079344250898,12.9427249317654
10.3663827098011,13.0018893602531
8.66973541285705,12.9801215612332
8.54499558964178,12.9531256839822
8.34922348285106,12.9960941411023
8.29270151692096,12.8637076882169
8.9734622060701,12.7415867403804
8.65586633556042,12.6273158087541
10.5286211927771,12.647475597059
8.48791812572519,12.5453424715901
8.31236770336563,12.666720813263
10.1905815261794,12.2568991492886
7.84742361898045,12.0849973220227
9.65524436749836,12.462765864103
10.6713811081586,12.2915713176661
8.42074406827308,12.3180134342876
8.93875182554943,12.3805098263867
9.25092113076552,12.4137835163391
9.73700414845506,12.1496928402194
9.29797578012818,11.9777879247044
8.97786150244056,11.9940120724078
8.68871949319255,11.9387183555313
6.89248232599374,11.9141509579884
10.7637835211025,11.8444310476504
9.78387603987115,11.9227081645796
7.33943071762272,11.6285451215589
9.66824896369039,11.6925412071689
6.72883754771933,11.634364976122
8.91236285571972,11.6303105430835
9.21052733540375,11.6598388500064
6.22194293389814,11.4025135789241
10.4924925720167,11.5071972825694
10.9535874363765,11.4792458686374
7.1100509053909,11.2954388928652
9.21433028039348,11.4327717893683
9.64190443788293,11.3910362122625
8.91034047382783,11.1486390785696
6.42338503158333,11.2192380933983
10.935302271774,11.0100306636646
9.25195740283379,11.1812538736994
9.49214353036003,11.0149611065119
